0.000000	-0.015259	-0.057184	-0.142076	-0.393549	-0.328580	-0.267230	0.014133	-0.097825	-0.161811	-0.438230	-0.399605	-0.329291	0.030243	0.002911	-0.136103	-0.261638	-0.321719	-0.305440	-0.098787	-0.129934	-0.119108	0.116352	0.016686	-0.066267	-0.105355	-0.106845	-0.065764	0.153893	0.054550	-0.040527	-0.089952	-0.037472	0.092026	0.036457	0.054715	-0.020383
1.000000	-0.010510	-0.052096	-0.135357	-0.389074	-0.324226	-0.261693	0.015937	-0.094986	-0.160358	-0.434649	-0.395896	-0.328676	0.035134	0.007769	-0.125176	-0.262445	-0.318981	-0.304480	-0.101651	-0.130956	-0.120060	0.116288	0.019877	-0.063089	-0.103044	-0.107159	-0.064796	0.156987	0.058412	-0.035051	-0.091289	-0.039161	0.088911	0.043763	0.060937	-0.016365
2.000000	-0.006473	-0.047751	-0.129257	-0.384401	-0.319390	-0.255241	0.016867	-0.091996	-0.158830	-0.431591	-0.392201	-0.327948	0.039482	0.011874	-0.114667	-0.263747	-0.316326	-0.302867	-0.104805	-0.132390	-0.121554	0.115506	0.022476	-0.061217	-0.100897	-0.108106	-0.063773	0.158987	0.061660	-0.030663	-0.092591	-0.040591	0.086097	0.050571	0.066132	-0.012325
3.000000	-0.003778	-0.044646	-0.124375	-0.379525	-0.314005	-0.247863	0.016434	-0.089287	-0.157619	-0.428934	-0.388314	-0.326799	0.042720	0.014692	-0.105240	-0.265149	-0.313585	-0.300390	-0.107857	-0.133890	-0.123272	0.114494	0.024738	-0.060317	-0.098739	-0.109429	-0.062573	0.160301	0.064589	-0.027195	-0.093501	-0.041494	0.083917	0.056745	0.070365	-0.008208
4.000000	-0.002527	-0.042781	-0.120848	-0.374601	-0.308155	-0.239697	0.014734	-0.086800	-0.156630	-0.426603	-0.384106	-0.324999	0.044865	0.016195	-0.097070	-0.266247	-0.310606	-0.296917	-0.110632	-0.135329	-0.125101	0.113430	0.026681	-0.060268	-0.096644	-0.111137	-0.061381	0.161105	0.067271	-0.024682	-0.094006	-0.041889	0.082409	0.061887	0.073540	-0.004231
5.000000	-0.002639	-0.042094	-0.118767	-0.370083	-0.302345	-0.231357	0.012029	-0.084463	-0.155800	-0.424779	-0.379840	-0.322751	0.046034	0.016457	-0.090296	-0.267021	-0.307602	-0.292785	-0.113081	-0.136678	-0.127012	0.112370	0.028236	-0.061000	-0.094752	-0.113276	-0.060417	0.161487	0.069729	-0.023183	-0.094200	-0.041899	0.081428	0.065703	0.075624	-0.000646
6.000000	-0.004155	-0.042687	-0.118378	-0.366321	-0.297096	-0.223555	0.008391	-0.082513	-0.155422	-0.423573	-0.375811	-0.320327	0.046068	0.015319	-0.085385	-0.267518	-0.304797	-0.288444	-0.115060	-0.137850	-0.128861	0.111303	0.029311	-0.062440	-0.093050	-0.115707	-0.059673	0.161465	0.071943	-0.022753	-0.093988	-0.041490	0.080989	0.068103	0.076618	0.002363
7.000000	-0.007222	-0.044714	-0.119901	-0.363551	-0.292867	-0.216991	0.003694	-0.081350	-0.155926	-0.423028	-0.372283	-0.318031	0.044562	0.012437	-0.082947	-0.267854	-0.302447	-0.284413	-0.116647	-0.138936	-0.130608	0.110084	0.029733	-0.064504	-0.091716	-0.118382	-0.059158	0.160885	0.073756	-0.023458	-0.093486	-0.040784	0.080913	0.069054	0.076445	0.004609
8.000000	-0.012013	-0.048244	-0.123396	-0.362008	-0.290105	-0.212367	-0.002257	-0.081300	-0.157569	-0.423228	-0.369565	-0.316241	0.041145	0.007549	-0.083327	-0.268252	-0.300886	-0.281302	-0.118042	-0.140123	-0.132308	0.108478	0.029283	-0.067088	-0.090992	-0.121328	-0.058971	0.159551	0.074967	-0.025342	-0.092907	-0.039995	0.080902	0.068564	0.075071	0.005937
9.000000	-0.018557	-0.053215	-0.128773	-0.361773	-0.289004	-0.210102	-0.009536	-0.082527	-0.160417	-0.424115	-0.367736	-0.315082	0.035666	0.000620	-0.086563	-0.268689	-0.300212	-0.279430	-0.119078	-0.141270	-0.133722	0.106658	0.028099	-0.069850	-0.090717	-0.124265	-0.058916	0.157702	0.075688	-0.028155	-0.092125	-0.038985	0.081011	0.066833	0.072772	0.006450
10.000000	-0.026561	-0.059433	-0.135862	-0.362615	-0.289299	-0.210025	-0.017921	-0.085077	-0.164521	-0.425340	-0.366450	-0.314172	0.028271	-0.008135	-0.092543	-0.268757	-0.300136	-0.278600	-0.119412	-0.142068	-0.134511	0.105032	0.026558	-0.072396	-0.090569	-0.126795	-0.058723	0.155823	0.076265	-0.031496	-0.090871	-0.037520	0.081358	0.064105	0.069979	0.006373
