0.000000	-0.023511	-0.014111	0.078227	0.079650	0.024133	0.023669	-0.020581	-0.030563	0.062948	0.046027	0.007895	0.029279	0.001239	0.050745	0.100871	-0.017549	-0.200763	-0.162398	0.011029	0.109205	0.231887	0.121769	-0.164718	-0.150658	0.012406	0.068879	0.258085	0.142021	0.000222	-0.021901	0.022121	0.060669	0.152165	0.094050	-0.038777	-0.038827
1.000000	-0.014883	-0.005783	0.083564	0.082287	0.029143	0.024667	-0.012077	-0.024033	0.068107	0.050969	0.012356	0.032897	0.008042	0.055612	0.095386	-0.018258	-0.196972	-0.159303	0.015804	0.111820	0.224484	0.115924	-0.162752	-0.150655	0.005124	0.057942	0.249539	0.136060	-0.006934	-0.027651	0.014401	0.049499	0.146016	0.089561	-0.042235	-0.042036
2.000000	-0.006050	0.002632	0.088463	0.084652	0.033657	0.025320	-0.003437	-0.017200	0.073481	0.055914	0.016253	0.035838	0.014502	0.060360	0.089874	-0.018752	-0.191505	-0.154607	0.020132	0.114001	0.217052	0.110015	-0.159142	-0.148938	-0.001795	0.047508	0.241606	0.130574	-0.013852	-0.032839	0.006983	0.038759	0.140345	0.085482	-0.045261	-0.044715
3.000000	0.002871	0.011002	0.092833	0.086694	0.037610	0.025632	0.005214	-0.010160	0.078954	0.060791	0.019550	0.038087	0.020505	0.064877	0.084390	-0.019020	-0.184444	-0.148407	0.023910	0.115646	0.209580	0.104068	-0.153966	-0.145553	-0.008226	0.037726	0.234317	0.125614	-0.020430	-0.037405	4.990611E-6	0.028643	0.135192	0.081854	-0.047817	-0.046828
4.000000	0.011754	0.019190	0.096591	0.088358	0.040953	0.025615	0.013745	-0.003013	0.084406	0.065522	0.022229	0.039644	0.025949	0.069059	0.078982	-0.019065	-0.175906	-0.140830	0.027042	0.116665	0.202051	0.098106	-0.147334	-0.140577	-0.014065	0.028723	0.227682	0.121215	-0.026572	-0.041297	-0.006412	0.019325	0.130584	0.078704	-0.049873	-0.048351
5.000000	0.020472	0.027061	0.099653	0.089590	0.043655	0.025296	0.022027	0.004137	0.089705	0.070023	0.024287	0.040522	0.030742	0.072803	0.073689	-0.018901	-0.166035	-0.132026	0.029444	0.116979	0.194448	0.092146	-0.139382	-0.134120	-0.019226	0.020606	0.221691	0.117401	-0.032187	-0.044476	-0.012166	0.010956	0.126524	0.076041	-0.051410	-0.049271
6.000000	0.028896	0.034481	0.101944	0.090337	0.045701	0.024709	0.029932	0.011181	0.094719	0.074206	0.025737	0.040753	0.034807	0.076018	0.068544	-0.018549	-0.155002	-0.122165	0.031050	0.116525	0.186745	0.086196	-0.130275	-0.126320	-0.023645	0.013455	0.216314	0.114178	-0.037194	-0.046917	-0.017182	0.003660	0.123001	0.073859	-0.052418	-0.049585
7.000000	0.036897	0.041322	0.103399	0.090551	0.047092	0.023899	0.037341	0.018015	0.099314	0.077984	0.026608	0.040380	0.038085	0.078621	0.063569	-0.018037	-0.143000	-0.111436	0.031807	0.115257	0.178921	0.080262	-0.120193	-0.117343	-0.027283	0.007327	0.211501	0.111539	-0.041522	-0.048606	-0.021407	-0.002470	0.119985	0.072139	-0.052896	-0.049304
8.000000	0.044353	0.047468	0.103962	0.090189	0.047843	0.022915	0.044138	0.024536	0.103358	0.081268	0.026939	0.039457	0.040531	0.080541	0.058781	-0.017400	-0.130238	-0.100040	0.031681	0.113144	0.170952	0.074345	-0.109336	-0.107375	-0.030121	0.002249	0.207183	0.109462	-0.045111	-0.049539	-0.024813	-0.007371	0.117427	0.070845	-0.052850	-0.048448
9.000000	0.051149	0.052810	0.103589	0.089212	0.047981	0.021808	0.050222	0.030648	0.106728	0.083974	0.026781	0.038046	0.042121	0.081720	0.054192	-0.016676	-0.116938	-0.088186	0.030656	0.110174	0.162816	0.068441	-0.097913	-0.096620	-0.032165	-0.001779	0.203276	0.107907	-0.047913	-0.049727	-0.027398	-0.011016	0.115267	0.069931	-0.052298	-0.047048
