0.000000	0.060796	0.014726	-0.051121	-0.130495	-0.100933	-0.149163	0.087489	-0.012626	-0.154144	-0.133155	-0.007665	-0.044274	0.174778	0.242579	0.013472	-0.122965	-0.298506	-0.168433	0.115239	0.279168	0.127859	0.156567	0.047045	0.210962	-0.081630	0.015733	0.175245	0.228322	0.116295	0.236244	0.055208	-0.061498	-0.257368	0.102412	0.122540	0.243709
1.000000	0.056374	0.005004	-0.065563	-0.125325	-0.087305	-0.131580	0.075560	-0.028489	-0.173409	-0.125149	0.012827	-0.019548	0.160621	0.225464	0.006174	-0.114152	-0.283439	-0.142730	0.112885	0.267880	0.118885	0.176909	0.067127	0.225799	-0.071539	0.020350	0.166727	0.243982	0.133181	0.251880	0.061467	-0.060470	-0.258563	0.106510	0.133128	0.260944
2.000000	0.052040	-0.003898	-0.078903	-0.121121	-0.074684	-0.115025	0.063912	-0.043190	-0.190838	-0.119928	0.033754	0.003342	0.147875	0.209969	0.000619	-0.110342	-0.273274	-0.119011	0.109389	0.256880	0.109842	0.196998	0.086350	0.239735	-0.063037	0.024137	0.158575	0.259298	0.148672	0.266578	0.067658	-0.059437	-0.258978	0.110794	0.143247	0.277495
3.000000	0.046880	-0.013012	-0.092599	-0.117681	-0.062642	-0.098520	0.052227	-0.057136	-0.207251	-0.117441	0.054554	0.024772	0.136711	0.195911	-0.003805	-0.111133	-0.267249	-0.096814	0.105372	0.246998	0.101325	0.216422	0.104022	0.251694	-0.056379	0.027038	0.151400	0.273867	0.162187	0.279465	0.073971	-0.058245	-0.258568	0.115394	0.152511	0.292622
4.000000	0.040995	-0.022503	-0.107360	-0.115620	-0.052058	-0.083054	0.040760	-0.070279	-0.223073	-0.117902	0.074412	0.043957	0.127364	0.183154	-0.007790	-0.115942	-0.264959	-0.076373	0.101058	0.238604	0.093130	0.234917	0.119773	0.261000	-0.052094	0.028735	0.145527	0.287626	0.173430	0.289898	0.080926	-0.056561	-0.257303	0.120018	0.160443	0.305536
5.000000	0.035146	-0.031839	-0.122938	-0.115685	-0.044406	-0.070862	0.029936	-0.082325	-0.238301	-0.121788	0.092335	0.059027	0.119758	0.171523	-0.012041	-0.124942	-0.267354	-0.059513	0.096363	0.231766	0.085020	0.252197	0.133398	0.267358	-0.050762	0.028914	0.141089	0.300487	0.182202	0.297391	0.088469	-0.054375	-0.255374	0.124044	0.166440	0.315386
6.000000	0.029680	-0.040513	-0.138536	-0.118591	-0.041136	-0.064403	0.020001	-0.092916	-0.252236	-0.129409	0.107342	0.068129	0.113971	0.161362	-0.016284	-0.138142	-0.275391	-0.048137	0.091275	0.226368	0.076961	0.267517	0.144382	0.270355	-0.052300	0.027626	0.138055	0.312154	0.188238	0.301553	0.096348	-0.051689	-0.252836	0.127171	0.170227	0.321784
7.000000	0.025016	-0.047595	-0.152465	-0.123836	-0.042030	-0.063989	0.011210	-0.101378	-0.263464	-0.140425	0.119608	0.071073	0.110099	0.153367	-0.019416	-0.155763	-0.289807	-0.043168	0.086326	0.222733	0.069602	0.280517	0.152583	0.270117	-0.056129	0.025262	0.136525	0.322080	0.191326	0.302318	0.103999	-0.048679	-0.249799	0.129298	0.171598	0.324623
8.000000	0.021538	-0.052363	-0.163402	-0.129985	-0.045433	-0.067556	0.003729	-0.107291	-0.271160	-0.153957	0.129999	0.069199	0.107927	0.147854	-0.020821	-0.178020	-0.310627	-0.044418	0.081780	0.220824	0.063057	0.291223	0.158136	0.266997	-0.061947	0.021855	0.136153	0.329765	0.191424	0.299791	0.110805	-0.045767	-0.246830	0.130644	0.170598	0.324031
9.000000	0.018580	-0.055715	-0.172481	-0.136248	-0.050066	-0.073123	-0.002604	-0.111164	-0.276198	-0.168999	0.138875	0.064091	0.107554	0.144669	-0.021007	-0.203715	-0.336162	-0.050393	0.077229	0.220170	0.056720	0.299527	0.160857	0.260758	-0.070130	0.017026	0.136628	0.334862	0.188437	0.293761	0.116728	-0.043009	-0.244154	0.131494	0.167289	0.319971
10.000000	0.015120	-0.059151	-0.181736	-0.142605	-0.055529	-0.079624	-0.008160	-0.113950	-0.280231	-0.184991	0.145935	0.056737	0.108871	0.143189	-0.021241	-0.231257	-0.364311	-0.059601	0.072798	0.221179	0.051116	0.305375	0.160592	0.251233	-0.081059	0.010810	0.138649	0.337136	0.182285	0.283957	0.121876	-0.040108	-0.241312	0.131709	0.161510	0.312105
11.000000	0.011272	-0.062896	-0.191711	-0.149450	-0.062227	-0.087335	-0.012915	-0.115996	-0.284037	-0.201927	0.150519	0.046918	0.111485	0.142755	-0.022596	-0.259911	-0.394307	-0.072030	0.069068	0.224534	0.047276	0.308433	0.157240	0.238552	-0.094370	0.003797	0.143081	0.336418	0.173080	0.270432	0.126397	-0.036682	-0.237622	0.130983	0.153226	0.300326
12.000000	0.007963	-0.066122	-0.201392	-0.157595	-0.071455	-0.098235	-0.016270	-0.116849	-0.287093	-0.219754	0.152136	0.033540	0.115440	0.143555	-0.024959	-0.288927	-0.425993	-0.088336	0.065959	0.229931	0.044951	0.308296	0.150907	0.223205	-0.109688	-0.003761	0.149795	0.332827	0.161204	0.253664	0.130428	-0.032577	-0.232893	0.129092	0.142756	0.285112
13.000000	0.006223	-0.067574	-0.208881	-0.167166	-0.083665	-0.113376	-0.017708	-0.115826	-0.288227	-0.238189	0.150908	0.016164	0.120664	0.146025	-0.027576	-0.318045	-0.459591	-0.109070	0.062988	0.236594	0.043694	0.304962	0.142105	0.206259	-0.126725	-0.011810	0.158192	0.326356	0.147149	0.234508	0.133538	-0.028000	-0.227289	0.125818	0.130424	0.267155
14.000000	0.006058	-0.066881	-0.213134	-0.177420	-0.097890	-0.131701	-0.017288	-0.112800	-0.286759	-0.256615	0.147280	-0.004333	0.127014	0.150462	-0.029647	-0.347044	-0.494749	-0.133909	0.060100	0.244170	0.043774	0.298362	0.131079	0.188464	-0.144820	-0.019944	0.167939	0.316705	0.131178	0.213640	0.135080	-0.023329	-0.220966	0.121372	0.116709	0.247250
